,year,navarea_i,navarea_ii,navarea_iii,navarea_iv,navarea_ix,navarea_v,navarea_vi,navarea_vii,navarea_viii,navarea_x,navarea_xi,navarea_xii,navarea_xiii,navarea_xiv,navarea_xv,navarea_xvi,poverty_percentage,attacks,math_benchmark_percent,reading_benchmark_percent,sea_law_adoption,R&D_proportion_of_GDP,full_time_researchers_per_million,high_risk
487,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6,98,40.67198,56.03299,67.0,1.03608,1462.46876,1
491,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
496,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25.0,19,0.0,0.0,0.0,25.0,10.0,1
498,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,74,0.0,0.0,0.0,0.19273,114.40569,1
499,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8,15,0.0,0.0,0.0,25.0,10.0,1
500,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,20,0.0,0.0,0.0,25.0,10.0,1
505,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60.3,16,0.0,0.0,0.0,0.37307,36.07047,1
512,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,621,23.33033,46.5781,0.0,0.08332,89.4684,1
518,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5,40,26.46852,35.23174,0.0,0.15578,10.0,1
519,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5,40,26.46852,35.23174,0.0,0.15578,10.0,1
520,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,25,21.10257,0.0,0.0,0.43345,492.40565,1
529,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.2,14,0.0,0.0,0.0,25.0,10.0,0
531,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.7,19,0.0,0.0,57.0,0.33991,179.50769,1
532,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.7,19,0.0,0.0,100.0,0.33991,179.50769,1
542,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,621,23.33033,46.5781,0.0,0.08332,89.4684,1
545,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60.3,16,0.0,0.0,0.0,0.37307,36.07047,1
552,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,621,23.33033,46.5781,0.0,0.08332,89.4684,1
565,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,0.0,0.0,90.0,25.0,10.0,1
566,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,0.0,0.0,100.0,25.0,10.0,1
567,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,0.0,0.0,90.0,25.0,10.0,1
568,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,0.0,0.0,100.0,25.0,10.0,1
569,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6,98,40.67198,56.03299,60.0,1.03608,1462.46876,1
570,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6,98,40.67198,56.03299,67.0,1.03608,1462.46876,1
571,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.4,21,30.88083,50.44337,0.0,1.15992,686.12491,1
576,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25.0,17,88.17274,87.51895,0.0,1.93137,6241.86151,1
590,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.9,621,23.33033,46.5781,0.0,0.08332,89.4684,1
591,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.2,14,0.0,0.0,0.0,25.0,10.0,0
592,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.9,621,23.33033,46.5781,0.0,0.08332,89.4684,1
595,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.9,621,23.33033,46.5781,0.0,0.08332,89.4684,1
597,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.4,21,0.0,0.0,0.0,25.0,10.0,1
598,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.9,621,23.33033,46.5781,0.0,0.08332,89.4684,1
599,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,74,0.0,0.0,0.0,0.19044,114.40569,1
600,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.9,621,23.33033,46.5781,0.0,0.08332,89.4684,1
604,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.4,13,0.0,0.0,0.0,25.0,10.0,0
605,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.4,73,0.0,0.0,0.0,25.0,10.0,1
606,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.4,73,0.0,0.0,0.0,25.0,10.0,1
610,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6,98,40.67198,56.03299,60.0,1.03608,1462.46876,1
611,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6,98,40.67198,56.03299,67.0,1.03608,1462.46876,1
612,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,74,0.0,0.0,0.0,0.19273,114.40569,1
614,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
615,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,0.0,0.0,90.0,25.0,10.0,1
616,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,0.0,0.0,100.0,25.0,10.0,1
617,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,74,0.0,0.0,0.0,0.19273,114.40569,1
623,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60.3,16,0.0,0.0,0.0,0.37307,36.07047,1
625,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.4,21,30.88083,50.44337,0.0,1.15992,686.12491,1
626,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
627,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
630,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,0.0,0.0,90.0,25.0,10.0,1
631,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,0.0,0.0,100.0,25.0,10.0,1
633,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6,98,40.67198,56.03299,60.0,1.03608,1462.46876,1
634,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6,98,40.67198,56.03299,67.0,1.03608,1462.46876,1
645,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,621,23.33033,46.5781,0.0,0.08332,89.4684,1
646,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6,98,40.67198,56.03299,60.0,1.03608,1462.46876,1
647,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6,98,40.67198,56.03299,67.0,1.03608,1462.46876,1
651,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.2,15,0.0,0.0,0.0,25.0,10.0,1
653,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.3,9,0.0,0.0,0.0,0.07822,10.0,0
654,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.9,621,23.33033,46.5781,0.0,0.08332,89.4684,1
655,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.4,73,0.0,0.0,0.0,25.0,10.0,1
657,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.9,621,23.33033,46.5781,0.0,0.08332,89.4684,1
659,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.4,73,0.0,0.0,0.0,25.0,10.0,1
660,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.2,25,21.10257,0.0,0.0,0.53154,491.76349,1
661,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.4,13,0.0,0.0,0.0,25.0,47.48012,0
662,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.0,40,0.0,0.0,0.0,25.0,10.0,1
663,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.9,621,23.33033,46.5781,0.0,0.08332,89.4684,1
664,2011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25.0,1,0.0,0.0,0.0,0.16216,17.54637,0
665,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.9,621,23.33033,46.5781,0.0,0.08332,89.4684,1
671,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,621,23.33033,46.5781,0.0,0.08332,89.4684,1
677,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.8,40,29.55274,52.88558,50.0,0.19501,10.0,1
678,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.8,40,29.55274,52.88558,0.0,0.19501,10.0,1
679,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5,40,26.46852,35.23174,0.0,0.15578,10.0,1
680,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5,40,26.46852,35.23174,0.0,0.15578,10.0,1
684,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7,43,0.0,0.0,0.0,0.18823,204.04403,1
686,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,0.0,0.0,90.0,25.0,10.0,1
687,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,0.0,0.0,100.0,25.0,10.0,1
688,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60.3,16,0.0,0.0,0.0,0.37307,36.07047,1
698,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.2,40,26.46852,35.23174,0.0,0.08282,10.0,1
699,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.2,40,26.46852,35.23174,0.0,0.08282,10.0,1
709,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,98,40.67198,56.03299,60.0,1.03342,1648.88372,1
710,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,98,40.67198,56.03299,67.0,1.03342,1648.88372,1
714,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.9,621,23.33033,46.5781,0.0,0.08332,89.4684,1
715,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.9,621,23.33033,46.5781,0.0,0.08332,89.4684,1
716,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.9,621,23.33033,46.5781,0.0,0.08332,89.4684,1
719,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.9,621,23.33033,46.5781,0.0,0.08332,89.4684,1
720,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.0,40,0.0,0.0,0.0,25.0,10.0,1
723,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.0,40,0.0,0.0,0.0,25.0,10.0,1
724,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.4,73,0.0,0.0,0.0,25.0,10.0,1
726,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.3,40,29.55274,52.88558,50.0,0.20595,10.0,1
727,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.3,40,29.55274,52.88558,0.0,0.20595,10.0,1
729,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.2,14,0.0,0.0,0.0,25.0,10.0,0
736,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6,98,40.67198,56.03299,60.0,1.03608,1462.46876,1
737,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6,98,40.67198,56.03299,67.0,1.03608,1462.46876,1
743,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60.3,16,0.0,0.0,0.0,0.37307,36.07047,1
744,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8,15,0.0,0.0,0.0,25.0,10.0,1
751,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.4,21,30.88083,50.44337,0.0,1.15992,686.12491,1
752,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60.3,16,0.0,0.0,0.0,0.37307,36.07047,1
753,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,621,23.33033,46.5781,0.0,0.08332,89.4684,1
754,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,621,23.33033,46.5781,0.0,0.08332,89.4684,1
757,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,621,23.33033,46.5781,0.0,0.08332,89.4684,1
758,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6,98,40.67198,56.03299,60.0,1.03608,1462.46876,1
759,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6,98,40.67198,56.03299,67.0,1.03608,1462.46876,1
760,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.7,4,43.30638,67.37795,0.0,0.46782,406.20873,0
761,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.4,73,0.0,0.0,0.0,25.0,10.0,1
775,2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,25,21.10257,0.0,0.0,0.53154,491.76349,1
777,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.4,73,0.0,0.0,0.0,25.0,10.0,1
781,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7,43,0.0,0.0,0.0,0.15296,232.62356,1
782,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,12,0.0,0.0,65.0,25.0,10.0,0
783,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,12,0.0,0.0,67.0,25.0,10.0,0
784,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.3,9,0.0,0.0,0.0,0.07822,10.0,0
785,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.9,621,23.33033,46.5781,0.0,0.08332,89.4684,1
786,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.4,13,0.0,0.0,0.0,25.0,47.48012,0
787,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.4,73,0.0,0.0,0.0,25.0,10.0,1
790,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.2,14,0.0,0.0,0.0,25.0,10.0,0
791,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8,15,0.0,0.0,0.0,25.0,10.0,1
794,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,621,23.33033,46.5781,0.0,0.08332,89.4684,1
798,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,0.0,0.0,90.0,25.0,10.0,1
799,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,0.0,0.0,100.0,25.0,10.0,1
800,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,20,0.0,0.0,0.0,25.0,10.0,1
801,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60.3,16,0.0,0.0,0.0,0.37307,36.07047,1
802,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.4,73,0.0,0.0,0.0,25.0,10.0,1
822,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,98,40.67198,56.03299,60.0,1.03342,1648.88372,1
823,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,98,40.67198,56.03299,67.0,1.03342,1648.88372,1
839,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.2,14,0.0,0.0,0.0,25.0,10.0,0
840,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,74,0.0,0.0,0.0,0.19044,114.40569,1
843,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.9,621,23.33033,46.5781,0.0,0.08332,89.4684,1
844,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,98,40.67198,56.03299,60.0,1.03342,1648.88372,1
845,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,98,40.67198,56.03299,67.0,1.03342,1648.88372,1
848,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,74,0.0,0.0,0.0,0.19044,114.40569,1
849,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.0,40,0.0,0.0,0.0,25.0,10.0,1
850,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.0,40,0.0,0.0,0.0,25.0,10.0,1
851,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,621,23.33033,46.5781,0.0,0.08332,89.4684,1
852,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,621,23.33033,46.5781,0.0,0.08332,89.4684,1
853,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,621,23.33033,46.5781,0.0,0.08332,89.4684,1
854,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,621,23.33033,46.5781,0.0,0.08332,89.4684,1
855,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,621,23.33033,46.5781,0.0,0.08332,89.4684,1
856,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,621,23.33033,46.5781,0.0,0.08332,89.4684,1
857,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,621,23.33033,46.5781,0.0,0.08332,89.4684,1
858,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.0,40,0.0,0.0,0.0,25.0,10.0,1
859,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,0.0,0.0,90.0,25.0,10.0,1
860,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,0.0,0.0,100.0,25.0,10.0,1
861,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4,17,0.0,0.0,0.0,25.0,69.13831,1
863,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,621,23.33033,46.5781,0.0,0.08332,89.4684,1
866,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,621,23.33033,46.5781,0.0,0.08332,89.4684,1
867,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.7,94,14.15759,0.0,70.0,0.10901,81.21262,1
868,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.7,94,14.15759,0.0,100.0,0.10901,81.21262,1
871,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32.8,71,0.0,0.0,0.0,0.78849,156.21967,1
872,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.4,21,0.0,0.0,0.0,25.0,10.0,1
881,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
883,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.9,621,23.33033,46.5781,0.0,0.08332,89.4684,1
890,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.4,73,0.0,0.0,0.0,25.0,10.0,1
891,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.7,94,14.15759,0.0,70.0,0.11222,84.10554,1
892,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.7,94,14.15759,0.0,100.0,0.11222,84.10554,1
894,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.2,25,21.10257,0.0,0.0,0.53154,491.76349,1
898,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.0,40,0.0,0.0,0.0,25.0,10.0,1
899,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,20,0.0,0.0,0.0,25.0,10.0,1
900,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.3,40,29.55274,52.88558,50.0,0.20595,10.0,1
901,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.3,40,29.55274,52.88558,0.0,0.20595,10.0,1
902,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.9,621,23.33033,46.5781,0.0,0.08332,89.4684,1
903,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.0,40,0.0,0.0,0.0,25.0,10.0,1
905,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.9,30,0.0,0.0,95.0,1.78034,957.56503,1
906,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.9,30,0.0,0.0,100.0,1.78034,957.56503,1
907,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,621,23.33033,46.5781,0.0,0.08332,89.4684,1
908,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.2,30,0.0,0.0,95.0,1.71372,884.59337,1
909,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.2,30,0.0,0.0,100.0,1.71372,884.59337,1
910,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.0,40,0.0,0.0,0.0,25.0,10.0,1
911,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60.3,16,0.0,0.0,0.0,0.37307,36.07047,1
912,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7,43,0.0,0.0,0.0,0.18823,204.04403,1
914,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5,40,26.46852,35.23174,0.0,0.15578,10.0,1
915,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5,40,26.46852,35.23174,0.0,0.15578,10.0,1
916,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,0.0,0.0,90.0,25.0,10.0,1
917,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,0.0,0.0,100.0,25.0,10.0,1
918,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.0,40,0.0,0.0,0.0,25.0,10.0,1
919,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7,43,0.0,0.0,0.0,0.18823,204.04403,1
920,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.4,73,0.0,0.0,0.0,25.0,10.0,1
922,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,0.0,0.0,90.0,25.0,10.0,1
923,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,0.0,0.0,100.0,25.0,10.0,1
929,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,621,23.33033,46.5781,0.0,0.08332,89.4684,1
934,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.4,21,30.88083,50.44337,0.0,1.15992,686.12491,1
935,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7,43,0.0,0.0,0.0,0.18823,204.04403,1
936,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
941,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.0,40,0.0,0.0,0.0,25.0,10.0,1
944,2011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.4,73,0.0,0.0,0.0,25.0,10.0,1
946,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.9,621,23.33033,46.5781,0.0,0.08332,89.4684,1
947,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.9,621,23.33033,46.5781,0.0,0.08332,89.4684,1
948,2011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,0.0,0.0,90.0,25.0,10.0,1
949,2011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,0.0,0.0,100.0,25.0,10.0,1
950,2011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,0.0,0.0,90.0,25.0,10.0,1
951,2011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,0.0,0.0,100.0,25.0,10.0,1
954,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.9,621,23.33033,46.5781,0.0,0.08332,89.4684,1
955,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.9,621,23.33033,46.5781,0.0,0.08332,89.4684,1
959,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.2,14,0.0,0.0,0.0,25.0,10.0,0
960,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.4,21,0.0,0.0,0.0,25.0,10.0,1
963,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.9,621,23.33033,46.5781,0.0,0.08332,89.4684,1
964,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.4,73,0.0,0.0,0.0,25.0,10.0,1
965,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.4,73,0.0,0.0,0.0,25.0,10.0,1
966,2011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43.9,10,0.0,0.0,0.0,0.78577,221.38592,0
968,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,33,0.0,0.0,0.0,25.0,32.5349,1
969,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.0,40,0.0,0.0,0.0,25.0,10.0,1
970,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
971,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
972,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,60.0,1.09269,1790.69463,1
973,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,67.0,1.09269,1790.69463,1
974,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7,43,0.0,0.0,0.0,0.31853,363.7885,1
975,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,14,77.64565,81.08346,0.0,2.23703,4154.81555,0
976,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
977,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
