,Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Education level,Nature,Reporting Type,Sex,Units
205497,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2010,100.0,2010,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,MALE,PERCENT
205498,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2010,100.0,2010,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,FEMALE,PERCENT
205499,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2010,100.0,2010,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,FEMALE,PERCENT
205500,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2010,100.0,2010,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,BOTHSEX,PERCENT
205501,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2010,100.0,2010,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,BOTHSEX,PERCENT
205502,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2010,100.0,2010,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,BOTHSEX,PERCENT
205503,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2010,100.0,2010,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,FEMALE,PERCENT
205504,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2010,100.0,2010,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,BOTHSEX,PERCENT
205505,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2010,100.0,2010,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,FEMALE,PERCENT
205506,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2010,100.0,2010,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,MALE,PERCENT
205507,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2010,100.0,2010,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,MALE,PERCENT
205508,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2011,100.0,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,MALE,PERCENT
205509,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2011,100.0,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,FEMALE,PERCENT
205510,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2011,100.0,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,BOTHSEX,PERCENT
205511,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2011,100.0,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,FEMALE,PERCENT
205512,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2011,100.0,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,BOTHSEX,PERCENT
205513,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2011,100.0,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,BOTHSEX,PERCENT
205514,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2011,100.0,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,BOTHSEX,PERCENT
205515,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2011,100.0,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,FEMALE,PERCENT
205516,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2011,100.0,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,FEMALE,PERCENT
205517,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2011,100.0,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,MALE,PERCENT
205518,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2011,100.0,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,MALE,PERCENT
205519,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2011,100.0,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,MALE,PERCENT
205520,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2011,100.0,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,BOTHSEX,PERCENT
205521,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2011,100.0,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,FEMALE,PERCENT
205522,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2011,100.0,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,MALE,PERCENT
205523,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2012,100.0,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,FEMALE,PERCENT
205524,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2012,100.0,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,BOTHSEX,PERCENT
205525,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2012,100.0,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,MALE,PERCENT
205526,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2012,100.0,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,MALE,PERCENT
205527,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2012,100.0,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,MALE,PERCENT
205528,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2012,100.0,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,FEMALE,PERCENT
205529,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2012,100.0,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,FEMALE,PERCENT
205530,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2012,100.0,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,BOTHSEX,PERCENT
205531,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2012,100.0,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,BOTHSEX,PERCENT
205532,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2012,100.0,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,BOTHSEX,PERCENT
205533,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2012,100.0,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,FEMALE,PERCENT
205534,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2012,100.0,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,BOTHSEX,PERCENT
205535,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2012,100.0,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,FEMALE,PERCENT
205536,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2012,100.0,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,MALE,PERCENT
205537,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2012,100.0,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,MALE,PERCENT
205538,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2013,100.0,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,MALE,PERCENT
205539,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2013,100.0,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,FEMALE,PERCENT
205540,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2013,100.0,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,BOTHSEX,PERCENT
205541,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2013,100.0,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,FEMALE,PERCENT
205542,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2013,100.0,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,BOTHSEX,PERCENT
205543,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2013,100.0,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,BOTHSEX,PERCENT
205544,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2013,100.0,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,BOTHSEX,PERCENT
205545,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2013,100.0,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,FEMALE,PERCENT
205546,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2013,100.0,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,FEMALE,PERCENT
205547,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2013,100.0,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,MALE,PERCENT
205548,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2013,100.0,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,MALE,PERCENT
205549,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2013,100.0,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,MALE,PERCENT
205550,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2013,100.0,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,BOTHSEX,PERCENT
205551,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2013,100.0,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,FEMALE,PERCENT
205552,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2013,100.0,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,MALE,PERCENT
205553,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2014,100.0,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,FEMALE,PERCENT
205554,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2014,100.0,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,BOTHSEX,PERCENT
205555,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2014,100.0,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,MALE,PERCENT
205556,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2014,100.0,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,MALE,PERCENT
205557,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2014,100.0,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,MALE,PERCENT
205558,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2014,100.0,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,FEMALE,PERCENT
205559,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2014,100.0,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,FEMALE,PERCENT
205560,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2014,100.0,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,BOTHSEX,PERCENT
205561,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2014,100.0,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,BOTHSEX,PERCENT
205562,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2014,100.0,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,BOTHSEX,PERCENT
205563,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2014,100.0,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,FEMALE,PERCENT
205564,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2014,100.0,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,BOTHSEX,PERCENT
205565,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2014,100.0,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,FEMALE,PERCENT
205566,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2014,100.0,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,MALE,PERCENT
205567,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2014,100.0,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,MALE,PERCENT
205568,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2015,100.0,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,MALE,PERCENT
205569,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2015,100.0,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,FEMALE,PERCENT
205570,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2015,100.0,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,BOTHSEX,PERCENT
205571,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2015,100.0,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,FEMALE,PERCENT
205572,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2015,100.0,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,BOTHSEX,PERCENT
205573,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2015,100.0,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,BOTHSEX,PERCENT
205574,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2015,100.0,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,BOTHSEX,PERCENT
205575,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2015,100.0,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,FEMALE,PERCENT
205576,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2015,100.0,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,FEMALE,PERCENT
205577,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2015,100.0,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,MALE,PERCENT
205578,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2015,100.0,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,MALE,PERCENT
205579,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2015,100.0,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,MALE,PERCENT
205580,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2015,100.0,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,BOTHSEX,PERCENT
205581,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2015,100.0,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,FEMALE,PERCENT
205582,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2015,100.0,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,MALE,PERCENT
205583,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2016,100.0,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,FEMALE,PERCENT
205584,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2016,100.0,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,BOTHSEX,PERCENT
205585,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2016,100.0,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,MALE,PERCENT
205586,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2016,100.0,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,MALE,PERCENT
205587,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2016,100.0,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,MALE,PERCENT
205588,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2016,100.0,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,FEMALE,PERCENT
205589,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2016,100.0,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,FEMALE,PERCENT
205590,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2016,100.0,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,BOTHSEX,PERCENT
205591,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2016,100.0,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,BOTHSEX,PERCENT
205592,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2016,100.0,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,BOTHSEX,PERCENT
205593,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2016,100.0,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,FEMALE,PERCENT
205594,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2016,100.0,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,BOTHSEX,PERCENT
205595,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2016,100.0,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,FEMALE,PERCENT
205596,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2016,100.0,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,MALE,PERCENT
205597,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2016,100.0,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,MALE,PERCENT
205598,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2017,100.0,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,MALE,PERCENT
205599,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2017,100.0,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,FEMALE,PERCENT
205600,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2017,100.0,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,BOTHSEX,PERCENT
205601,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2017,100.0,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,FEMALE,PERCENT
205602,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2017,100.0,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PREPRI,C,G,BOTHSEX,PERCENT
205603,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2017,100.0,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,BOTHSEX,PERCENT
205604,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2017,100.0,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,BOTHSEX,PERCENT
205605,4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",428,Latvia,2017,100.0,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,FEMALE,PERCENT
